	book	sentence_length	sentence	sentence_index
11876	Princess Mirror-Belle And The Dragon Pox	9	“It wasn’t me, it was Princess Mirror-Belle,” said Ellen.	120
6723	Lost and Found	12	He’s seen something on the horizon, and it might be the penguin!	55
9214	Gruff the Grump	11	And when he’d finished feeling sad he started to feel cross...	46
14120	Little Monkey	13	There were so many things to do and so many things to see.	1
9722	Romp in the Swamp	8	“What took you so long, slowcoach?” said Sam.	10
10409	Too Shy For Show And Tell	4	Or that he’d cry.	25
7670	What The Ladybird Heard	5	And the cow said, “moo!”	1
9432	Caterpillar Butterfly	4	SMOCK AND GARLIC MUSTARD	47
5654	A Letter to Santa	8	But here comes Santa to make the repair.	37
299	Peace at Last	7	“MIAAAOW!” sang the cats on the wall.	32
6625	Hippo Owns Up	10	His tummy felt too full and he felt too sick.	46
11650	You Can't Take An Elephant On The Bus	2	taxi Seal	13
7324	The First Christmas	6	He is the son of God.	42
3314	Elmer and the Stranger	5	Elmer laughed and left them.	50
7176	The Detective Dog	2	Then, Woof!	41
7030	Lion's in a Flap	8	On Friday, it was the Big Day Out.	61
2412	Yoga Babies	7	Tall and straight with not much wobble.	22
6577	All Year Round	2	pages 10-11.	264
4767	The Smeds and The Smoos	7	They sleep in funny things called beds.	8
4414	Why Am I An Insect	4	Food Dragonflies are predators.	82
4099	Elmer in the Snow	11	Then he touched the white elephant and a piece fell off.	35
10410	Too Shy For Show And Tell	11	Sam watched the other children show their show and tell things.	26
14134	Little Monkey	7	So one day she made a decision.	15
6260	Dogs Don't Do Ballet	18	He just stays in his kennel for days and days, and at night he howls at the moon.	30
4896	I Am Amelia Earhart	6	Planes were still a new thing.	55
2344	A Thing Called Snow	19	I’m flying south, but soon you will be able to jump, leap, and bounce in this thing called snow!’	5
7949	Goldilocks and the Three Bears	5	“They’ve eaten it all up!”	54
6485	All Year Round	19	A leaf skeleton forms when the soft part of the leaf rots, leaving the tough stem and the veins.	172
10120	Elmer and Rose	10	From the hill they watched Rose safely join the herd.	57
1190	Santa is Coming to Devon	12	Just then, a young reindeer strolled up, munching on a large carrot.	22
12048	The Ugly Duckling	4	“Come fly with us.”	27
4219	The Rhyming Rabbit	10	He had no ears, so he couldn’t hear the poem.	41
3115	Cave Baby	5	Dad is busy being brave.	4
119	The Gruffalo	12	“Here, by this stream, And his favourite food is owl ice cream.”	29
4643	Sir Charlie Stinky Socks and the Really Big Adventure	14	"""I'm cooking the food for her birthday party It's today, at three, you see."	85
5180	The Bumblebear	8	Norman was very good at finding smelly flowers.	25
6745	Elmer on Stilts	8	A very tall giraffe was speaking to him.	11
9599	Elmer and the Wind	18	When at last the elephants saw the birds flying above the trees, they knew that Elmer was near.	71
7899	Goldilocks and the Three Bears	3	"""Now..."" thought Goldilocks."	4
11165	Cinderella's Ballet Shoes	12	She was carrying a dusty, blue box covered in tiny silver stars.	64
10371	Wiggling Worms At Work	7	They do not need their parents' help.	76
10557	All For One	8	"""You spoil that little monster,"" muttered Marlon's granny."	70
13524	The Snowiest Christmas Ever	10	All would be perfect were it not for one thing...	3
7588	The Jolly Postman or Other People's Letters	21	So the Witch read the letter With a cackle of glee While the Postman read the paper But left his tea.	52
2267	The Cross Rabbit	4	‘That’s odd,” he said.	32
657	Once Upon A Unicorn Horn	12	“We just have to make your fur shake and your tail flutter.”	14
123	The Gruffalo	3	"""Silly old Owl!"	33
11847	Princess Mirror-Belle And The Dragon Pox	1	“Really?	91
9238	Gruff the Grump	7	“Will you come again soon?” asked Gruff.	70
8209	The Three Little Pigs	4	“It’s making me sneeze...”	8
6536	All Year Round	12	Put the bulb in Waiting to grow a dark Eggs, seeds and.	223
14008	The Truth According to Arthur	13	HIDING it... but it refused to stay covered up, or disguised, or hidden!	20
4229	The Rhyming Rabbit	21	Straight away, he thought up his best poem yet: 0 centipede with a hundred legs, Supposing you laid a hundred eggs?	51
9402	Caterpillar Butterfly	9	My grandfather straightened up and looked down at me.	17
3508	Lost in Snow	7	At last Ollie reached a large wood.	41
3822	Is It Betime Wibbly Pig	7	No, it’s too hot, isn’t it Pigley?	12
12909	The Gruffalo's Child	9	Whose is this track and where does it go?	44
3889	Wide-awake Hedgehog	5	"""Tut tut” smirked the squirrels."	48
1326	The Enormous Crocodile	12	"""I hope you get caught and cooked and turned into crocodile soup!”"	59
704	Mind Your Manners	6	Rude tigers soon stop getting presents.	11
4925	It's Christmas	8	But Archie wanted to make them even better.	4
9684	Eleanor Won't Share	9	One day, Miss Smith taught everyone a new game.	36
10008	Mini Beasties	2	Coca-C ola.	63
6517	All Year Round	9	Winter and summer Some animals hibernate together in winter.	204
1562	The Enormous Crocodile	5	Higher and higher . ..	295
5653	A Letter to Santa	10	The elves are worried – there’s trouble in the air.	36
2495	Elmer and Wilbur	8	They rushed to where the voice came from.	14
13867	The Christmas Extravaganza Hotel	4	“It must be Santa!”	120
150	The Gruffalo	3	the Gruffalo said.	60
5371	Ten in the Bed and Other Counting Rhymes	14	Eight fat sausages sizzling in the pan, Eight fat sausages sizzling in the pan.	84
3958	Doug The Bug That Went Boing	10	Pepper sprinkled onto his nose and— aah, aaah, aaaah... …	48
3307	Elmer and the Stranger	4	“We’ll be back tomorrow.”	43
13361	Who Will Save Us	15	"""Finally,"" continued Old Wise ""healthy chicks hatch from eggs each year and meet their parents."	29
2638	I Need A Wee	6	“But I can’t wait,” said Alan...	21
2614	One Starry Night	13	Dawn came, rosy pink, into a silent world, on that first Christmas morning.	53
13234	Knock Knock Pirate	7	"“My dad is out at work today."""	8
9935	Superworm	3	Superworm, the belt!	71
4257	The Rhyming Rabbit	20	Any old rabbit can feed, But a rabbit who knows how to make up poems Is a special rabbit indeed.	79
13763	The Christmas Extravaganza Hotel	4	Frog tapped the map.	16
11329	Supertato	10	Just in case there’s an escapee in your house ...	63
11011	After the Storm	10	“Oh dear,” he sighed as he watched from his window.	8
12886	The Gruffalo's Child	8	A tail poked out of a logpile house.	21
4031	Tyrannosaurus Drip	7	And he cried, “They’ve gone without me!”	39
4556	The Same But Different Too	3	You are too.	45
3021	The Fox's Hiccups	4	The fox hurried on.	18
9500	These Are Animals	3	And foxes JUMP.	7
5948	All About Feelings	4	How would you feel?	101
13995	The Truth According to Arthur	5	She didn’t even say “SORRY!”	7
3069	You Choose	2	You choose.	14
13700	Jack and the Beanstalk	21	The giant, being so heavy, made such a hole that he fell right through the earth and was never seen again.	74
10255	Supertato Veggies Assemble	4	Superveggies to the rescue!	27
5226	Mole Hill	2	‘Oh, dear!	4
6363	All Year Round	5	an extra layer of fat.	50
1769	Elmer and Grandpa Eldo	6	“What a lovely surprise,” he said.	6
1430	The Enormous Crocodile	5	"""Look out, Toto!” shouted Humpy-Rumpy."	163
10928	Stick Man	9	They toss and they turn in the family bed.	84
11418	Can't You Sleep Little Bear	12	Little Bear tried and tried to go to sleep, but he couldn’t.	32
14088	Monkey Puzzle	8	She’s brown and furry, and nice to cuddle.”	55
13166	The Squirrels Who Squabbled	1	Of.	18
6931	The Dinosaur That Pooped Christmas	19	"So big Santy C said, ""I'll leave him a present, But this year his present might just be unpleasant?"	4
9643	Father Christmas Needs A Wee	10	“I found this key - just here, on the floor.”	38
7824	Ravi's Roar	16	When the tiger went to sit down there were no benches free so he ROARED ...	27
6791	Elmer on Stilts	6	And that’s exactly what they did.	57
8742	The Teeny Weeny Tadpole	22	The big bad fish chased Tadpole up ... and down ... and in getting and out of weeds... closer and closer until...	69
10432	Too Shy For Show And Tell	3	And he did.	48
3482	Lost in Snow	16	The puppies chased and dug and rolled under the flying snowflakes, until suddenly . . .	15
4660	Sir Charlie Stinky Socks and the Really Big Adventure	19	And everyone cheered hooray, hooray, hooray, because that's what people do at the end of a really big adventure.	102
33	Sugarlump and the Unicorn	7	He belonged to a girl and boy.	3
11625	Harry and the Robots	5	And soon she was better.	55
10309	Wiggling Worms At Work	16	The soil goes in the worm’s mouth, slides into the crop, then passes down the gizzard.	14
10431	Too Shy For Show And Tell	10	Next time, he thought, I’ll bring my biggest fire engine.	47
5358	Ten in the Bed and Other Counting Rhymes	24	Johnny Taps with One Hammer Johnny taps with one hammer, One hammer, one hammer, Johnny taps with one hammer, Then he taps with two.	71
12754	Captain Duck	4	“That’s right,” says Goat.	70
14112	Monkey Puzzle	5	So she looks like you!	79
7001	Lion's in a Flap	4	That would be awful!	32
5375	Ten in the Bed and Other Counting Rhymes	7	Six fat sausages sizzling in the pan...	88
12288	We're Going On A Lion Hunt	7	We’re going to catch a big one.	16
925	Oi Frog!	6	“It’s about doing the right thing.”	27
9351	Snow White, Star Striker	6	“Are you all right?” asked Griselda.	23
5155	The Bumblebear	10	Once there was a bear called Norman, who loved honey.	0
908	Oi Frog!	7	“I wouldn’t mind sitting on a chair.”	10
12421	Where's My Teddy	3	There’s something there!	11
13008	Elephant Learns to Share	10	He said he was sorry for not sharing with them.	63
13579	The Snowiest Christmas Ever	9	“We need a carrot!” called Mungo to the kitchen.	58
7044	Lion's in a Flap	9	Then Lion remembered what Miss Bird had told him.	75
4810	The Smeds and The Smoos	18	The next stop was Lurglestrop, covered in roses, And watered by beasts with small eyes and long noses.	51
5927	All About Feelings	4	Fly colour is GREEN.	80
9453	Caterpillar Butterfly	6	I went on watching the caterpillars.	68
1799	Elmer and Grandpa Eldo	8	Elmer added more to fill in the spaces.	36
13390	Who Will Save Us	10	"""And all the bad gas goes up into the sky."""	58
10846	Stick Man	9	Stick Man, oh Stick Man, beware of the dog!	2
4191	The Rhyming Rabbit	8	"""Don't rhyme - RUN!"" yelled the other rabbits."	13
7213	The Detective Dog	40	With a faraway look, She smells and she listens to book after book: Books about dinosaurs, books about knights, Books about planets and meteorites, Books about princes w ho turn into frogs, Books about dragons, and books about dogs ...	78
3887	Wide-awake Hedgehog	21	Wind threw the leaves up and Isaac leapt and he tumbled and snatched at them falling until he was quite pink.	46
13325	Knock Knock Pirate	7	"Vie journeyed round the North Pole twice!"""	99
764	The Princess and the Wizard	8	"""So you like blue, do you?” he said."	26
7233	The Book With No Pictures	1	Uh-oh...	18
8456	Boogie Bear	21	As the polar bear was swept south, the sea became warmer warmer, and melting the iceberg, which became smaller and smaller.	11
1085	A Squash and a Squeeze	11	There’s no need to grumble and there’s no need to grouse.	54
10659	Barry the Fish With Fingers and the Hairy Scary Monster	7	“Barry will never find me in here!”	12
4192	The Rhyming Rabbit	11	The Rhyming Rabbit opened his eyes, saw the fox, and ran.	14
4842	I Am Amelia Earhart	16	When I was little, people told me that girls should wear dresses and play with dolls.	1
4194	The Rhyming Rabbit	3	It was night-time.	16
6151	All About Feelings	15	“I would have liked them to wait for me, but I can still join in.”	304
978	Elmer and the Lost Teddy	15	All the young ones had their teddies, but none of them had seen Baby Elephant’s.	34
2236	The Cross Rabbit	19	Snow had fallen in the night and now everything in the park had been turned into a guessing game.	1
9441	Caterpillar Butterfly	5	"""No need,"" said my grandfather."	56
13138	One Snowy Night	6	Everyone had found a cosy bed.	111
9978	Mini Beasties	11	Jack Prelutsky A city of thousands, Yet no word is spoken.	33
12057	The Ugly Duckling	21	Then one bright morning he woke up to find the snow and ice had melted, and the world was green again.	36
50	Sugarlump and the Unicorn	9	But time went by and the hills grew hard.	20
13641	Jack and the Beanstalk	5	Where are you taking her?”	15
8739	The Teeny Weeny Tadpole	3	"""Who are you?"""	66
6061	All About Feelings	10	Cuddle your favourite toy and think of a peaceful place.	214
10602	Knock Knock Dinosaur	14	From in Mum’s room come snorts and squeaks as SEVEN small iguanodons play hide-and-seek.	24
8522	Boogie Bear	6	“Ouch!” called out the polar bear.	77
13927	Cinder the Bubble-Blowing Dragon	6	“Now I’ve done it,” thought Cinder.	39
11409	Can't You Sleep Little Bear	8	“I don’t like the dark,” said Little Bear.	23
7865	The Runaway Pea	2	Oh no!	22
10254	Supertato Veggies Assemble	7	If I can just.. call the..” Click!	26
1408	The Enormous Crocodile	14	"""It won’t be long before I am eating the first part of my lunch!”"	141
12894	The Gruffalo's Child	7	“I’m not scared,” said the Gruffalo’s Child.	29
7585	The Jolly Postman or Other People's Letters	25	In your life MONEY BACK IF NOT COMPLETELY SATISFIED J matching tie and sock set These are just a few examples from our enchanting range.	49
8748	The Teeny Weeny Tadpole	4	His mother smiled proudly.	75
9365	Snow White, Star Striker	9	“Can you help us, too?” asked Jack and Goldilocks.	37
7598	The Jolly Postman or Other People's Letters	54	TAKE CARE OF YOURSELF – AND YOUR TALKING HARP – I’LL BE BACK FOR THAT ONE OF THESE DAYS, I SHOULDN ’T WONDER, BYE FOR NOW – YOUR (VERY) LITTLE PAL, JACK So the Giant read the postcard With Baby on his knee, And the Postman wet his whistle With a thimbleful of tea.	62
1844	Elmer and Grandpa Eldo	6	"""You really remembered everything, didn’t you?”"	81
13548	The Snowiest Christmas Ever	3	“I’ll get them!”	27
10308	Wiggling Worms At Work	10	Worms tunnel in the hard packed soil by swallowing it.	13
2996	The Dinosaur Department Store	10	"Mr Magisaurus cried out in dismay, ""YOU'VE WASTED MY TIME."	42
5748	Scruffy Bear and the Six White Mice	7	“You’ve not seen any mice, have you?	37
13024	Elephant Learns to Share	8	He made sure everyone had a cherry, too.	79
6277	Dogs Don't Do Ballet	1	Calamity!	47
9213	Gruff the Grump	5	He started to feel sad...	45
