	book	sentence_length	sentence	sentence_index
8071	Kipper's A to Z	5	Arnold found another interesting insect.	23
1043	A Squash and a Squeeze	8	My house is a squash and a squeeze.”	12
12388	The Cave	4	The wolf never leaves.	14
8763	Santa to the Rescue	5	called Badger, unfolding his map.	13
3429	Zog	5	“Our first princess so far!	58
373	Barry The Fish With Fingers	10	“Now nobody wants to see my bubble-blowing show,” he sighed.	15
11032	After the Storm	10	“And now we have nowhere to live,” said the badger.	29
12018	We're Going on a Bear Hunt	2	Into bed.	124
3016	The Fox's Hiccups	16	“I th-hic I’ll ask him,” he said and with that he turned and followed after Percy.	13
2308	Shark In The Dark	6	And this is what he sees.	6
2232	The Owl Who Was Afraid Of The Dark	2	he said.	129
12869	The Gruffalo's Child	7	I met him once,” said the Gruffalo.	4
8602	Tiger Has a Tantrum	5	Tiger was still feeling cross.	24
2655	I Need A Wee	18	And he was just about to have a wee when… “Don’t even think about it!” said Magic Rabbit.	38
5899	All About Feelings	5	And ROAR like a tiger.	52
13994	The Truth According to Arthur	13	She’d never ridden one before ... ... and bashed into my mum’s car.	6
6045	All About Feelings	10	“…and then I felt really cross because she pushed me.”	198
11719	Where's My Cuddle	8	“Then I’ll give you this one,” said Jake.	34
1491	The Enormous Crocodile	10	He sat up a bit on his back le gs	224
7879	The Runaway Pea	8	We don’t recommend it,” they whimpered quite sadly.	36
10788	Little by Little	10	'Come on, today really is the day to start small.	26
9044	The Bad-Tempered Ladybird	8	At eleven o’clock it bumped into a skunk.	50
19	The Night Before Christmas	42	He was dressed all in fur from his head to his foot, And his clothes were all tarnished with ashes and soot; A bundle of toys he had flung on his back, And he looked like a pedlar just opening his pack.	19
4237	The Rhyming Rabbit	6	The grass was covered in dew.	59
11610	Harry and the Robots	4	She opened one eye.	40
10972	When Granny Saved Christmas	3	“I’ve seen two!	36
9858	The Polar Express	9	But my mother said, “Oh, that’s too b ad.”	92
4469	Why Am I An Insect	2	FAST FACT	137
12793	The Little Bully	7	Of course, Fred made fun of it.	31
7773	The Storm Whale	16	In the morning, Noi went down to the beach to see what had been left behind.	4
13312	Knock Knock Pirate	13	Across the seven seas we roam until it's time to head for home.	86
12957	Elephant Learns to Share	6	On Friday, Elephant was really selfish.	12
185	The Gruffalo	14	"But now my tummy’s beginning to rumble My favourite food is — gruffalo crumble!"""	95
13993	The Truth According to Arthur	14	“This Supercool princess asked if she could have a go on my brother’s bike.	5
7700	What The Ladybird Heard	7	And the dainty dog began to QUACK.	31
11541	Grandad's Island	11	“We must find a good spot for a shelter,” said Grandad.	26
7505	Owl Babies	10	The baby owls thought (all owls think a lot) -	8
5337	Ten in the Bed and Other Counting Rhymes	1	SPLASH!	50
10036	Mini Beasties	2	Wy- .a	91
8014	Zog and the Flying Doctors	25	Each night they flew to visit her and perched upon her sill, And one dark night she told them that the king had fallen ill.	48
7907	Goldilocks and the Three Bears	10	She skipped happily along the path until she saw... ...	12
9367	Snow White, Star Striker	8	The day of the ogres football match arrived.	39
14151	Little Monkey	15	Soon Monkey I had reached the very bottom of the tallest tree in the jungle.	32
11159	Cinderella's Ballet Shoes	2	Beauty nodded.	58
2473	The Way Home For Wolf	7	Wilf waved as he rejoined his pack.	56
9176	Gruff the Grump	7	“Hello, Mr Bear,” said the rabbit, upside-downly.	8
13048	One Snowy Night	6	“My bed is full of snow.”	21
7841	Ravi's Roar	13	And that was the last time that Ravi ever turned into a tiger.	44
6403	All Year Round	19	They nest in the tops of trees and you can sometimes see them looking for food in rubbish tips.	90
2677	Harry and the Dinosaurs say Raahh!	6	Harry was only a bit scared.	2
13837	The Christmas Extravaganza Hotel	2	Frog exclaimed.	90
1470	The Enormous Crocodile	27	At that moment, there was a flash of brown and som ething jumped into the playground and hopped up on to the to p of the swings.	203
7310	The First Christmas	7	The hay was soft and smelled sweet.	28
5992	All About Feelings	3	FRIENDLY towards her.	145
11742	Jesus' Christmas Party	10	But then there was yet another knock at the door.	21
11079	After the Storm	16	They began by unloading all Perc y’s tools and the planks of wood from the wheelbarrow.	76
8909	How The Grinch Stole Christmas	1	Checkerboards!	90
4635	Sir Charlie Stinky Socks and the Really Big Adventure	15	By her side sat a little princess, weeping and wailing in a pool of tears.	77
12251	Grandma Bird	7	The tiny bird shivered in Noi’s hands.	23
4787	The Smeds and The Smoos	17	The two of them grew and decided to wed, But what do you think their grandparents said?	28
9608	Father Christmas Needs A Wee	7	At number 2 TWO plates of stew.	3
5412	Ten in the Bed and Other Counting Rhymes	14	And they all went into the ark, For to get out of the rain.	125
5727	Scruffy Bear and the Six White Mice	1	“Mice?	16
12197	Harry and the Bucketful of Dinosaurs	4	“Never mind,” she said.	36
11115	Cinderella's Ballet Shoes	13	“Mrs Prince, the dance teacher, is going to give everyone lessons,” said Beauty.	14
13394	Who Will Save Us	11	"But still the smelly, bad rises up out of the ground."""	62
6346	All Year Round	7	If you have a camera, take photographs.	33
6167	The Lighthouse Keeper's Lunch	8	Mr Grinling was a most industrious lighthouse keeper.	3
4685	The Snail and the Whale	37	And she gazed at the sky, the sea, the land, The waves and the caves and the golden sand, She gazed and gazed, amazed by it all, And she said to the whale, “I feel so small.”	23
13324	Knock Knock Pirate	7	They sailed our house across the sea.	98
1236	Santa is Coming to Devon	15	Luckily, there was no real damage done, but the parcels had all been jumbled up.	68
5363	Ten in the Bed and Other Counting Rhymes	5	Johnny taps with four hammers...	76
4606	Sir Charlie Stinky Socks and the Really Big Adventure	4	a long, green dragon!	48
3944	Doug The Bug That Went Boing	7	"“Don’t drop me in there!"" cried Doug."	34
4411	Why Am I An Insect	12	A dragonfly’s rear wings are almost as long as its front wings.	79
3971	Doug The Bug That Went Boing	4	“Hey! Wait for me!”	61
2360	A Thing Called Snow	6	‘No, this is spray,’ said Salmon.	21
676	Once Upon A Unicorn Horn	4	“Something sweet?” said June.	33
6213	The Lighthouse Keeper's Lunch	10	“Wait and see,” said Mrs Grinling, “just wait and see.”	49
12769	The Little Bully	3	“Billy spins EVERYTHING!	7
9278	Night Monkey Day Monkey	9	“Look at those giants Swinging about in the trees.”	34
13384	Who Will Save Us	23	And the tees, oh the trees, they are so special, because they soak up the bad gas and turn it into good gas.	52
921	Oi Frog!	7	“Parrots sit on carrots,” said the cat.	23
6210	The Lighthouse Keeper's Lunch	5	“Just the mixture-for hungry seagulls.”	46
5349	Ten in the Bed and Other Counting Rhymes	11	The clock struck one, The mouse ran down, Hickory, dickory, dock.	62
1182	Santa is Coming to Devon	2	“Er...not quite.	14
3963	Doug The Bug That Went Boing	1	Ping!	53
13659	Jack and the Beanstalk	11	Where he had planted them there now stood an enormous beanstalk.	33
5967	All About Feelings	3	would you feel?	120
221	The Monstrous Tale of Celery Crumble	8	In her bag was a big glass jar.	31
558	The Storm Whale In Winter	13	He and his dad took it back to the sea, where it belonged.	2
5071	Wake Up, Sleeping Beauty	7	She groomed his coat until it shone.	19
1327	The Enormous Crocodile	8	The Enormous Crocodile laughed out loud at Humpy-Rumpy.	60
10657	Barry the Fish With Fingers and the Hairy Scary Monster	3	“Time’s running out!”	10
2746	An Alphabet Of Stories	15	F f Forever Ferdinand was out walking his frog, when he came upon a hole.	23
9417	Caterpillar Butterfly	2	IT’S LIKE	32
5098	Wake Up, Sleeping Beauty	10	She lay awake night after night, worrying about her pony.	46
9595	Elmer and the Wind	8	At last the wind dropped and Elmer landed.	67
11913	We're Going on a Bear Hunt	3	We’re not scared.	19
7458	Norman The Slug With The Silly Shell	5	CRASH “Norman, you silly slug!”	5
4028	Tyrannosaurus Drip	6	and he hooted, “Down with war!”	36
7572	The Jolly Postman or Other People's Letters	6	T eWH I T H .	36
12285	We're Going On A Lion Hunt	5	Have to go through it.	13
5279	Mole Hill	11	Our book here says they were destroyed by an enormous asteroid!”	57
333	Sing A Song Of Bottoms	4	Elephants have trumpy ones.	12
10722	Squash the Spider	5	“Yuk!” cried the whole class.	21
12122	Room on the Broom	2	f ...	36
4315	The Enormous Turnip	4	She hugged the farmer.	43
13674	Jack and the Beanstalk	17	But as he started to pull on the bars there came a sound like thunder, BOOM ...	48
850	Kipper's Toybox	2	he said.	12
10383	Wiggling Worms At Work	12	Grass grows greener, because there are thousands of wiggling worms at work.	88
8049	Kipper's A to Z	5	Arnold has found an ant.	1
9698	Eleanor Won't Share	3	Eleanor thought hard.	50
4817	The Smeds and The Smoos	19	They searched all year long, then they searched longer still, But they didn’t find Janet; they didn’t find Bill.	58
8664	Tiger Has a Tantrum	5	They talked about them, too.	86
2375	A Thing Called Snow	15	But they were too far away to get home 'Let's sleep here tonight,’ said Fox.	36
2894	The Owl's Lesson	4	“Hooray!” cheered the mole.	50
10801	Little by Little	4	'I can really swim!’	39
10820	The Tiger Who Came To Tea	21	And then he ate all the biscuits and all the cake, until there was nothing left to eat on the table.	14
12138	Room on the Broom	2	— THAT’S	52
7203	The Detective Dog	9	Thousands of books, from the floor to the ceiling.	68
1665	Open Very Carefully, A Book With Bite!	9	Stay back just in case… He’s on the move.	17
6118	All About Feelings	2	“Yes please!”	271
5952	All About Feelings	15	an At home-time, all the other children have enormous water slide for the first time.	105
10606	Knock Knock Dinosaur	1	_	28
7889	The Runaway Pea	10	But a magic thing happened while he was asleep… ...	46
11709	Where's My Cuddle	3	“Where’s my cuddle?”	24
9730	Romp in the Swamp	8	Harry and the dinosaurs didn’t think they would.	18
8054	Kipper's A to Z	8	“Let’s find something beginning with C,” said Kipper.	6
724	Mind Your Manners	15	It’s unkind to hurt anyone’s feelings, So take care with the words that you speak.	31
7553	The Jolly Postman or Other People's Letters	3	Covens catered for.	17
6114	All About Feelings	21	Helping friends and family Thinking about how other people are feeling and trying to help them can make you feel good.	267
11158	Cinderella's Ballet Shoes	5	“Are you sure?” asked Cinderella.	57
7198	The Detective Dog	4	Sniff, sniff, sn iff!	63
1153	Keith The Cat With The Magic Hat	8	I t was falling quickly through the air...	62
8273	The Three Little Pigs	9	“What shall we do?” said the second little pig.	72
13490	Jack Breaks The Beanstalk	5	“Did you break the beanstalks.	33
8694	The Teeny Weeny Tadpole	12	He looked up and saw a woolly face with a smudgy nose.	21
8882	How The Grinch Stole Christmas	12	But, since reindeer arc scarce, th ere was none to be found.	63
5152	No-Bot	5	He had found his BOTTOM!	43
3702	Dogger	6	Dave was very fond of Dogger.	4
447	The Troll	7	That night Percy Patch did the cooking.	50
4106	Elmer in the Snow	6	“It’s time for us to go.”	42
1791	Elmer and Grandpa Eldo	2	“Oh, Grandpa!”	28
4420	Why Am I An Insect	13	It may stop in mid-air, waiting for an insect to fly into view.	88
6203	The Lighthouse Keeper's Lunch	6	“Lackaday, lackaday,” said Mr Grinling sadly.	39
13813	The Christmas Extravaganza Hotel	12	“And look!” cried Frog as two little robins hopped about, chirping brightly.	66
5597	Dragon Post	16	My best friend Alex and his Dragun 28 Draco way, beacunwood, B87 URN To alex Wow!	89
2081	Jasper's Jungle Journey	6	Two chimps having chips and tea!	5
10466	Born to be a Butterfly	5	Inside, something amazing is happening.	33
8849	How The Grinch Stole Christmas	1	NOISE!	30
11170	Cinderella's Ballet Shoes	14	..they were just the “Thank, you!” cried Cinderella, throwing her arms around Griselda’s neck.	69
9933	Superworm	2	The hoola-hoop!	69
9139	Harry and the Dinosaurs go to School	4	Pterodactyl is the baby.	43
944	Elmer and the Lost Teddy	19	The sky was already dark and full of stars when Elmer, the patchwork elephant, heard the sound of crying.	0
7636	The Jolly Postman or Other People's Letters	3	A mf me	100
8115	Kipper's A to Z	4	And six squidgy slugs.	67
1547	The Enormous Crocodile	15	"""Hey! Let me go!” yelled the Enormous Croc odile, who was now dangling upside down."	280
683	Once Upon A Unicorn Horn	14	She ran as fast as she could, but it was a little too fast.	40
8282	The Three Little Pigs	18	Soon they sent for their mother, and they all lived happily together for as long as they could.	81
10767	Little by Little	6	It just said . . .	5
6955	The Dinosaur That Pooped Christmas	18	And so, with the thought of no Christmas this year, His tears turned to snowflakes and then disappeared.	28
875	Kipper's Toybox	7	Kipper was not sure what to do.	37
3691	Gordon's Great Escape	1	BANG!	48
7822	Ravi's Roar	10	The tiger took a huge, deep breath and then… ROARED!	25
9490	Caterpillar Butterfly	31	And the wings began to tremble, and to shine in the sunlight, and then suddenly there it was - a real butterfly, with spidery legs and its wings spread wide open.	105
11212	Farmer Duck	15	The duck fetched the cow from the field “How goes the work?” called the farmer.	3
10190	The Smartest Giant in Town	7	George came to a big squelchy bog.	54
1315	The Enormous Crocodile	10	"""I have secret plans and clever tricks,” said the Crocodile."	48
1880	Tabby McTat	8	And often he said, “What’s happened to Fred?”	30
9210	Gruff the Grump	21	So for the first time in a very long time he swept up all the old pine needles from the floor.	42
13759	The Christmas Extravaganza Hotel	7	Frog waved a brochure under Bear's nose.	12
7187	The Detective Dog	5	The book thief looked sad.	52
13570	The Snowiest Christmas Ever	6	But Button couldn’t open the door.	49
3204	The Rescue Party	12	Before long he was leading them back again towards the old well.	35
6110	All About Feelings	6	I understand that you’re feeling scared.	263
3488	Lost in Snow	8	The puppies rushed off through the flurrying snowflakes.	21
12098	Room on the Broom	10	The dog wagged his tail and the stormy wind blew.	12
5489	Ten in the Bed and Other Counting Rhymes	7	And he gave a little shout, “Yahoo!”	202
4793	The Smeds and The Smoos	5	Never, never marry a Smoo.	34
12073	The Ugly Duckling	4	r j,w J M	52
4162	Sharing A Shell	1	Look!	49
5532	Dragon Post	7	So I did as I was told.	24
10007	Mini Beasties	3	Syru p. Tea.	62
10498	All For One	3	"""OK,"" said Marlon."	11
1626	Harry and the Dinosaurs Go Wild	4	“I’ve had an idea!”	54
5920	All About Feelings	4	My colour is BLUE.	73
10414	Too Shy For Show And Tell	18	"Alex said ""weaf"" instead of ""leaf,"" but nobody seemed to notice, and everyone clapped when he had finished."	30
1237	Santa is Coming to Devon	8	Santa quickly sorted the presents into order again.	69
7496	Norman The Slug With The Silly Shell	1	Ta-da!	43
12796	The Little Bully	5	He had a baby sister.	34
2802	An Alphabet Of Stories	1	Qq	79
3207	The Rescue Party	6	He couldn’t see the little rabbit.	38
11469	The Duchess and Guy	9	But he didn’t have much luck . . .	2
2596	One Starry Night	10	“Whaaaaat?” said the shepherd boy, who was very afraid too.	35
1355	The Enormous Crocodile	9	Muggle-Wump went pale and began to shake all over.	88
979	Elmer and the Lost Teddy	13	They all said the same thing, “If we find it, we’ll call you.”	35
1097	Keith The Cat With The Magic Hat	2	“It’s a...	6
4201	The Rhyming Rabbit	10	“Stop singing – go to sleep!” said the other rabbits.	23
1018	The Hungry Caterpillar	13	On Tuesday he ate through two pears, but he w as still hungry.	5
4231	The Rhyming Rabbit	40	And supposing the baby centipedes grew And they each laid a hundred eggs like you, And all of the new little sisters and brothers Had just the same number of legs as the others, How many legs would THAT be?	53
1705	The Most Wonderful Gift In The World	2	whooped Bear.	3
7803	Ravi's Roar	12	There was a race to the train and guess who came last?	6
6011	All About Feelings	4	It’s inside your boot.”	164
2112	The Owl Who Was Afraid Of The Dark	5	“Dark is EXCITING, especially tonight.	9
9570	Elmer and the Wind	14	The elephants enjoyed the joke but a bird said “That was very silly, Elmer.”	42
3169	The Rescue Party	12	“What a perfect day for doing nothing,” said Percy the park keeper.	0
13238	Knock Knock Pirate	6	when TWO more pirates tumble in!	12
14102	Monkey Puzzle	5	“Butterfly, butterfly, can’t you see?	69
9071	The Bad-Tempered Ladybird	12	"""Oh, you’re not big enough,” said the bad-tempered ladybird and flew off."	77
7567	The Jolly Postman or Other People's Letters	1	a	31
4519	The Same But Different Too	3	l am. .	8
11519	Grandad's Island	12	Then, just as he was about to leave, Syd heard Grandad calling.	4
2067	The Hedgehog's Balloon	4	“Your very first balloon.”	54
1508	The Enormous Crocodile	2	Look out!	241
3910	Doug The Bug That Went Boing	11	Doug and Trevor had been best friends for a long time.	0
8749	The Teeny Weeny Tadpole	7	"""Of course you can, my little FROG!"""	76
3931	Doug The Bug That Went Boing	9	Then he heard a funny noise, Bzzzz, bzzzz, bump!	21
2955	The Dinosaur Department Store	8	Some called her wilful, some called her wild!	1
4269	The Rhyming Rabbit	2	Oh woe!	91
1602	Harry and the Dinosaurs Go Wild	4	So they started drawing.	30
321	Sing A Song Of Bottoms	9	Sing a song of bottoms, cos everybody’s got ‘em.	0
12885	The Gruffalo's Child	9	Whose is this trail and where does it go?	20
6141	All About Feelings	20	singing as my sa tt le v ee nr joyt yh sin ing a inn gd ”I a Em h	294
5478	Ten in the Bed and Other Counting Rhymes	7	And he gave a little shout, “Yahoo!”	191
7968	Zog and the Flying Doctors	15	Pearl gives people medicine and And Gadabout is expert at pills and vaccinations, performing operations.	2
10076	Elmer and Rose	1	“She?	13
9690	Eleanor Won't Share	6	“Can I play the new game?”	42
6952	The Dinosaur That Pooped Christmas	31	Then it ate Danny's mum, she was gone in one bite, And although Danny's dad tried to put up a fight, The dino had grown to the size of King Kong.	25
8361	Knock Knock Alien	1	Yikes!	12
4246	The Rhyming Rabbit	8	“Thank you, Sheep - you found a rhyme!”	68
9754	Romp in the Swamp	5	Stegosaurus grabbed the snake’s tail.	42
11286	Supertato	8	He used a flannel and some soapy water.	20
5790	Scruffy Bear and the Six White Mice	5	In the middle of summer?”	79
263	The Monstrous Tale of Celery Crumble	8	Someone she surprised with a big hairy spider.	73
10224	The Smartest Giant in Town	10	Inside was a beautiful gold paper crown and a card.	88
5145	No-Bot	16	"He looked out to sea, and saw something very familiar There it was ... ""Come back!”"	36
9414	Caterpillar Butterfly	12	The eggs were papery and empty I squashed some with my fingernail.	29
11550	Grandad's Island	4	“You see ... ...	35
11086	After the Storm	7	At long last their work was finished.	83
12132	Room on the Broom	17	The dragon drew nearer and, licking his lips, Said, “Maybe this once I’ll have witch without chips.”	46
7592	The Jolly Postman or Other People's Letters	19	DEAR GIANT BIGG, HAVING A NICE TIME – ME, MY MUM AND YOUR HEN WHAT LAYS THE GOLDEN EGGS.	56
9329	Snow White, Star Striker	19	Below the misty blue mountain was a wild, dark forest and by the wild, dark forest was a village.	1
5438	Ten in the Bed and Other Counting Rhymes	27	One little froggy sitting on a well, One looked up and down he fell, Froggy jumped high, Froggy jumped low, No little froggies dancing to and fro.	151
7152	The Detective Dog	18	The children loved reading their stories to Nell, And Nell loved to listen - and also to smell.	17
10999	When Granny Saved Christmas	17	“Thanks for making sure Santa finds us, Bubble,” yawned Squeak as the pair snuggled down to sleep.	63
12034	The Ugly Duckling	9	The other big ducks hissed and pecked at him.	13
14146	Little Monkey	2	she said.	27
7656	The Jolly Postman or Other People's Letters	22	On a separate matter, we must inform you that Messrs. Three Little Pigs Ltd. are now firmly resolved to sue for damages.	120
3784	Dogger	9	Dogger had just been bought by a little girl!	86
3076	Whatever Next!	25	He found a space helmet on the draining board in the kitchen, and a pair of space boots on the mat by the front door.	5
7799	Ravi's Roar	4	Even Biscuits the dog!	2
12890	The Gruffalo's Child	4	“You’re not the Mouse.”	25
2611	One Starry Night	26	A baby, lying in a manger; a baby, lying in a manger in a stable; a baby, lying in a manger in a stable in Bethlehem.	50
